Date,Sku,Orders
04.27.2020,1185510,1
04.27.2020,1185512,3
04.27.2020,1185521,1
04.27.2020,1185534,5
04.27.2020,1185535,3
04.27.2020,1185595,1
04.27.2020,1185714,1
04.27.2020,1185716,1
04.27.2020,1186333,1
04.28.2020,16991,1
04.28.2020,23929,1
04.28.2020,30657,1
04.28.2020,31363,1
04.28.2020,31403,1
04.28.2020,35844,1
04.28.2020,72867,1
04.28.2020,120489,1
04.28.2020,120719,1
04.28.2020,127019,1
04.28.2020,429635,1
04.28.2020,444917,1
04.28.2020,452601,1
04.28.2020,483374,1
04.28.2020,483388,1
04.28.2020,485755,1
04.28.2020,521308,1
04.28.2020,1185004,1
04.28.2020,1185014,1
04.28.2020,1185414,1
04.28.2020,1185517,1
04.28.2020,1185524,1
04.28.2020,1185995,1
04.28.2020,1186336,1
04.28.2020,22837,1
04.28.2020,30331,1
04.28.2020,30529,1
04.28.2020,76245,1
04.28.2020,396395,1
04.28.2020,429609,1
04.28.2020,429611,1
04.28.2020,429616,1
04.28.2020,429631,4
04.28.2020,429633,1
04.28.2020,429635,6
04.28.2020,429638,8
04.28.2020,441372,1
04.28.2020,452454,1
04.28.2020,452455,2
04.28.2020,452457,1
04.28.2020,452592,1
04.28.2020,452593,1
04.28.2020,452603,1
04.28.2020,452617,1
04.28.2020,469969,1
04.28.2020,469970,1
04.28.2020,492318,2
04.28.2020,503652,1
04.28.2020,503661,1
04.28.2020,503663,2
04.28.2020,503672,1
04.28.2020,527948,1
04.28.2020,559659,1
04.28.2020,1185408,1
04.28.2020,1185414,1
04.28.2020,1185416,1
04.28.2020,1185418,1
04.28.2020,1185420,1
04.28.2020,1185422,1
04.28.2020,1185506,3
04.28.2020,1185508,2
04.28.2020,1185510,2
04.28.2020,1185515,1
04.28.2020,1185519,5
04.28.2020,1185520,1
04.28.2020,1185521,1
04.28.2020,1185534,1
04.28.2020,1185535,2
04.28.2020,1185716,1
04.28.2020,1186332,2
04.28.2020,1186333,1
04.28.2020,1186334,3
04.28.2020,1186335,1
04.29.2020,13909,1
04.29.2020,16030,1
04.29.2020,22433,1
04.29.2020,26211,1
04.29.2020,30529,1
04.29.2020,31403,1
04.29.2020,65662,1
04.29.2020,72156,1
04.29.2020,118219,1
04.29.2020,291927,1
04.29.2020,301873,1
04.29.2020,429616,1
04.29.2020,429635,2
04.29.2020,429638,1
04.29.2020,452458,1
04.29.2020,452608,1
04.29.2020,452613,1
04.29.2020,483384,1
04.29.2020,483389,1
04.29.2020,483392,1
04.29.2020,503664,1
04.29.2020,521310,1
04.29.2020,527950,1
04.29.2020,539416,1
04.29.2020,1185422,1
04.29.2020,1185486,1
04.29.2020,1185516,1
04.29.2020,1258374,1
04.29.2020,22436,1
04.29.2020,23397,1
04.29.2020,28645,1
04.29.2020,30649,1
04.29.2020,158972,2
04.29.2020,158973,1
04.29.2020,429609,2
04.29.2020,429611,1
04.29.2020,429616,1
04.29.2020,429631,1
04.29.2020,429635,5
04.29.2020,429638,6
04.29.2020,452455,2
04.29.2020,452588,1
04.29.2020,452592,1
04.29.2020,452617,2
04.29.2020,469969,2
04.29.2020,492318,4
04.29.2020,494677,1
04.29.2020,503648,1
04.29.2020,503649,2
04.29.2020,503670,1
04.29.2020,506485,1
04.29.2020,506486,1
04.29.2020,521310,1
04.29.2020,527949,1
04.29.2020,527950,1
04.29.2020,1185360,1
04.29.2020,1185408,3
04.29.2020,1185410,1
04.29.2020,1185412,1
04.29.2020,1185416,1
04.29.2020,1185418,4
04.29.2020,1185420,5
04.29.2020,1185422,3
04.29.2020,1185506,1
04.29.2020,1185510,2
04.29.2020,1185512,4
04.29.2020,1185513,1
04.29.2020,1185519,3
04.29.2020,1185521,1
04.29.2020,1185534,3
04.29.2020,1185535,1
04.29.2020,1185594,2
04.29.2020,1185595,2
04.29.2020,1185599,1
04.29.2020,1185716,1
04.29.2020,1185718,1
04.29.2020,1185720,1
04.29.2020,1186332,2
04.29.2020,1186335,1
04.30.2020,22433,1
04.30.2020,412605,1
04.30.2020,459873,1
04.30.2020,503650,1
04.30.2020,521312,1
04.30.2020,521317,1
04.30.2020,1185014,1
04.30.2020,1185473,1
04.30.2020,22213,1
04.30.2020,41257,1
04.30.2020,53031,1
04.30.2020,158972,1
04.30.2020,158973,1
04.30.2020,292400,2
04.30.2020,412605,1
04.30.2020,429609,1
04.30.2020,429614,2
04.30.2020,429616,1
04.30.2020,429631,3
04.30.2020,429633,1
04.30.2020,429635,3
04.30.2020,429638,4
04.30.2020,441372,3
04.30.2020,452455,1
04.30.2020,469969,1
04.30.2020,492318,3
04.30.2020,503650,1
04.30.2020,527947,2
04.30.2020,1185422,1
04.30.2020,1185521,1
04.30.2020,1185535,1
04.30.2020,1185537,2
04.30.2020,1185594,1
04.30.2020,1185597,1
04.30.2020,1185599,2
04.30.2020,1185716,2
04.30.2020,1186332,2
05.06.2020,16874,1
05.06.2020,16991,1
05.06.2020,35308,1
05.06.2020,53003,1
05.06.2020,87819,1
05.06.2020,87820,1
05.06.2020,118219,1
05.06.2020,301873,1
05.06.2020,452452,2
05.06.2020,452597,1
05.06.2020,452601,1
05.06.2020,469972,2
05.06.2020,503650,1
05.06.2020,503652,1
05.06.2020,503661,1
05.06.2020,503672,1
05.06.2020,506487,1
05.06.2020,1185055,1
05.06.2020,1185517,1
05.06.2020,1185527,1
05.06.2020,1185713,1
05.06.2020,1185717,1
05.06.2020,22781,1
05.06.2020,23397,1
05.06.2020,26778,1
05.06.2020,53008,1
05.06.2020,118222,1
05.06.2020,292401,1
05.06.2020,396395,1
05.06.2020,429609,5
05.06.2020,429611,3
05.06.2020,429614,4
05.06.2020,429616,3
05.06.2020,429631,6
05.06.2020,429633,4
05.06.2020,429635,3
05.06.2020,429638,7
05.06.2020,441372,5
05.06.2020,452455,3
05.06.2020,452460,1
05.06.2020,452616,1
05.06.2020,452617,1
05.06.2020,469969,4
05.06.2020,469970,2
05.06.2020,492318,9
05.06.2020,494677,1
05.06.2020,500224,1
05.06.2020,502238,1
05.06.2020,503643,1
05.06.2020,503645,1
05.06.2020,503647,1
05.06.2020,503652,2
05.06.2020,503661,1
05.06.2020,521319,1
05.06.2020,527948,1
05.06.2020,527949,1
05.06.2020,527950,1
05.06.2020,1185359,1
05.06.2020,1185408,1
05.06.2020,1185410,3
05.06.2020,1185414,1
05.06.2020,1185416,4
05.06.2020,1185418,2
05.06.2020,1185420,2
05.06.2020,1185422,2
05.06.2020,1185506,2
05.06.2020,1185508,3
05.06.2020,1185510,3
05.06.2020,1185512,7
05.06.2020,1185515,1
05.06.2020,1185519,4
05.06.2020,1185521,1
05.06.2020,1185534,3
05.06.2020,1185535,5
05.06.2020,1185594,3
05.06.2020,1185595,1
05.06.2020,1185597,3
05.06.2020,1185599,1
05.06.2020,1185714,1
05.06.2020,1185716,2
05.06.2020,1185718,3
05.06.2020,1186332,3
05.06.2020,1186333,3
05.06.2020,1186334,1
05.06.2020,1186335,4
05.07.2020,16030,1
05.07.2020,22802,1
05.07.2020,429631,1
05.07.2020,429635,1
05.07.2020,445525,2
05.07.2020,446048,1
05.07.2020,452452,1
05.07.2020,452597,1
05.07.2020,452608,1
05.07.2020,469969,1
05.07.2020,478190,1
05.07.2020,478191,1
05.07.2020,503664,1
05.07.2020,1184991,1
05.07.2020,1185004,1
05.07.2020,1185457,1
05.07.2020,1185468,1
05.07.2020,1185476,1
05.07.2020,1185488,1
05.07.2020,1185501,1
05.07.2020,1185537,1
05.07.2020,1185750,1
05.07.2020,22436,1
05.07.2020,30530,1
05.07.2020,30649,1
05.07.2020,43621,1
05.07.2020,158972,2
05.07.2020,429609,4
05.07.2020,429611,4
05.07.2020,429614,3
05.07.2020,429616,3
05.07.2020,429631,3
05.07.2020,429633,4
05.07.2020,429635,13
05.07.2020,429638,7
05.07.2020,441372,2
05.07.2020,452455,2
05.07.2020,452464,2
05.07.2020,452592,1
05.07.2020,452616,1
05.07.2020,452617,1
05.07.2020,469969,2
05.07.2020,492318,3
05.07.2020,500224,1
05.07.2020,503645,1
05.07.2020,503647,1
05.07.2020,503649,1
05.07.2020,503663,1
05.07.2020,503666,1
05.07.2020,527949,1
05.07.2020,542331,2
05.07.2020,1185360,1
05.07.2020,1185408,1
05.07.2020,1185410,1
05.07.2020,1185416,3
05.07.2020,1185418,1
05.07.2020,1185420,3
05.07.2020,1185422,8
05.07.2020,1185506,1
05.07.2020,1185510,3
05.07.2020,1185511,1
05.07.2020,1185512,3
05.07.2020,1185515,1
05.07.2020,1185519,3
05.07.2020,1185520,2
05.07.2020,1185521,3
05.07.2020,1185534,3
05.07.2020,1185535,2
05.07.2020,1185537,2
05.07.2020,1185595,1
05.07.2020,1185597,1
05.07.2020,1185714,1
05.07.2020,1185716,1
05.07.2020,1185718,1
05.07.2020,1186332,2
05.07.2020,1186333,2
05.07.2020,1186334,4
05.07.2020,1186335,2
05.08.2020,26211,1
05.08.2020,125456,1
05.08.2020,291282,1
05.08.2020,469972,1
05.08.2020,1184893,1
05.08.2020,1184894,1
05.08.2020,1185476,1
05.08.2020,1185486,1
05.08.2020,1185501,1
05.08.2020,1185517,1
05.08.2020,1185527,1
05.08.2020,1186336,1
05.08.2020,13909,1
05.08.2020,22015,1
05.08.2020,22436,1
05.08.2020,30295,1
05.08.2020,30654,1
05.08.2020,119257,1
05.08.2020,123987,1
05.08.2020,127079,1
05.08.2020,227154,1
05.08.2020,227156,1
05.08.2020,429609,2
05.08.2020,429611,2
05.08.2020,429614,3
05.08.2020,429616,4
05.08.2020,429631,3
05.08.2020,429633,1
05.08.2020,429635,4
05.08.2020,429638,4
05.08.2020,444182,1
05.08.2020,452455,2
05.08.2020,452616,2
05.08.2020,452617,4
05.08.2020,469969,1
05.08.2020,469970,2
05.08.2020,500224,1
05.08.2020,500225,2
05.08.2020,500226,1
05.08.2020,503643,1
05.08.2020,503645,2
05.08.2020,503647,2
05.08.2020,503649,1
05.08.2020,503669,1
05.08.2020,503670,1
05.08.2020,510016,1
05.08.2020,527947,1
05.08.2020,527949,2
05.08.2020,527950,2
05.08.2020,542331,2
05.08.2020,559657,1
05.08.2020,1185408,1
05.08.2020,1185414,1
05.08.2020,1185418,3
05.08.2020,1185420,4
05.08.2020,1185422,4
05.08.2020,1185506,3
05.08.2020,1185510,1
05.08.2020,1185512,2
05.08.2020,1185515,1
05.08.2020,1185521,2
05.08.2020,1185534,1
05.08.2020,1185594,2
05.08.2020,1185597,2
05.08.2020,1185599,1
05.08.2020,1185716,1
05.08.2020,1186332,2
05.08.2020,1186334,1
05.08.2020,1186335,2
05.12.2020,10027,1
05.12.2020,16030,1
05.12.2020,16991,2
05.12.2020,19207,2
05.12.2020,22802,1
05.12.2020,26233,1
05.12.2020,31359,1
05.12.2020,125456,2
05.12.2020,292404,1
05.12.2020,429633,1
05.12.2020,444183,1
05.12.2020,452452,1
05.12.2020,452601,1
05.12.2020,452604,1
05.12.2020,452608,2
05.12.2020,469972,1
05.12.2020,503666,1
05.12.2020,521307,1
05.12.2020,521315,1
05.12.2020,1185476,1
05.12.2020,1185520,1
05.12.2020,1185527,1
05.12.2020,1185537,2
05.12.2020,1185744,1
05.12.2020,13909,1
05.12.2020,22781,1
05.12.2020,22837,1
05.12.2020,22970,1
05.12.2020,23397,1
05.12.2020,26778,1
05.12.2020,30187,4
05.12.2020,158972,1
05.12.2020,158973,2
05.12.2020,227156,1
05.12.2020,429609,1
05.12.2020,429611,5
05.12.2020,429614,3
05.12.2020,429616,7
05.12.2020,429631,6
05.12.2020,429633,4
05.12.2020,429635,7
05.12.2020,429638,8
05.12.2020,441372,3
05.12.2020,452592,1
05.12.2020,452617,4
05.12.2020,469969,2
05.12.2020,469970,2
05.12.2020,492318,3
05.12.2020,500225,1
05.12.2020,500227,1
05.12.2020,503666,1
05.12.2020,503672,2
05.12.2020,506485,1
05.12.2020,506486,1
05.12.2020,521319,1
05.12.2020,527947,3
05.12.2020,527949,1
05.12.2020,542331,1
05.12.2020,1185359,2
05.12.2020,1185360,2
05.12.2020,1185410,2
05.12.2020,1185412,1
05.12.2020,1185414,1
05.12.2020,1185416,1
05.12.2020,1185420,4
05.12.2020,1185422,3
05.12.2020,1185510,1
05.12.2020,1185512,1
05.12.2020,1185515,1
05.12.2020,1185519,3
05.12.2020,1185534,4
05.12.2020,1185538,1
05.12.2020,1185594,4
05.12.2020,1185597,2
05.12.2020,1185714,1
05.12.2020,1185716,1
05.12.2020,1185720,1
05.12.2020,1186332,3
05.12.2020,1186333,1
05.12.2020,1186334,3
05.13.2020,28835,1
05.13.2020,30529,1
05.13.2020,33414,1
05.13.2020,291955,1
05.13.2020,312590,1
05.13.2020,452452,3
05.13.2020,452601,1
05.13.2020,452608,1
05.13.2020,459873,1
05.13.2020,503668,1
05.13.2020,521307,1
05.13.2020,521308,1
05.13.2020,521309,1
05.13.2020,1184895,1
05.13.2020,1185476,1
05.13.2020,1185517,1
05.13.2020,1185524,1
05.13.2020,1185527,1
05.13.2020,1185537,2
05.13.2020,1185713,1
05.13.2020,22123,1
05.13.2020,125457,1
05.13.2020,158972,1
05.13.2020,429611,2
05.13.2020,429616,4
05.13.2020,429631,4
05.13.2020,429633,4
05.13.2020,429635,8
05.13.2020,429638,9
05.13.2020,441372,4
05.13.2020,452592,2
05.13.2020,452616,1
05.13.2020,452617,6
05.13.2020,469969,1
05.13.2020,492318,1
05.13.2020,500224,1
05.13.2020,500226,1
05.13.2020,500227,1
05.13.2020,503643,1
05.13.2020,503647,1
05.13.2020,503649,2
05.13.2020,503661,1
05.13.2020,503663,1
05.13.2020,503669,1
05.13.2020,506485,1
05.13.2020,527947,3
05.13.2020,527949,1
05.13.2020,1185359,2
05.13.2020,1185360,2
05.13.2020,1185414,1
05.13.2020,1185416,2
05.13.2020,1185420,3
05.13.2020,1185422,1
05.13.2020,1185506,1
05.13.2020,1185510,2
05.13.2020,1185512,1
05.13.2020,1185513,1
05.13.2020,1185515,1
05.13.2020,1185519,2
05.13.2020,1185520,1
05.13.2020,1185534,4
05.13.2020,1185538,1
05.13.2020,1185594,3
05.13.2020,1185595,3
05.13.2020,1185599,2
05.13.2020,1185716,1
05.13.2020,1185718,1
05.13.2020,1185720,1
05.13.2020,1186332,2
05.13.2020,1186335,2
05.14.2020,120489,1
05.14.2020,312590,1
05.14.2020,452612,1
05.14.2020,1185049,1
05.14.2020,1185467,1
05.14.2020,22213,1
05.14.2020,26778,1
05.14.2020,118222,1
05.14.2020,429611,2
05.14.2020,429614,1
05.14.2020,429616,1
05.14.2020,429631,1
05.14.2020,429633,1
05.14.2020,429635,3
05.14.2020,429638,2
05.14.2020,441372,2
05.14.2020,444243,1
05.14.2020,452594,1
05.14.2020,452616,2
05.14.2020,452617,3
05.14.2020,469969,1
05.14.2020,492318,2
05.14.2020,500226,1
05.14.2020,500227,1
05.14.2020,503663,4
05.14.2020,503666,1
05.14.2020,521307,1
05.14.2020,521317,2
05.14.2020,527947,2
05.14.2020,527948,1
05.14.2020,527949,2
05.14.2020,527950,1
05.14.2020,1185414,1
05.14.2020,1185510,2
05.14.2020,1185511,1
05.14.2020,1185512,1
05.14.2020,1185520,1
05.14.2020,1185534,2
05.14.2020,1185537,1
05.14.2020,1185538,2
05.14.2020,1185594,3
05.14.2020,1185595,1
05.14.2020,1185599,2
05.14.2020,1185714,2
05.14.2020,1185718,1
05.14.2020,1186335,1
05.15.2020,291927,1
05.15.2020,452601,1
05.15.2020,452613,1
05.15.2020,503650,1
05.15.2020,503668,1
05.15.2020,1185420,1
05.15.2020,1185422,1
05.15.2020,1185503,1
05.15.2020,1185524,1
05.15.2020,1185713,2
05.15.2020,1339247,1
05.15.2020,1339248,1
05.15.2020,1339249,1
05.15.2020,22213,1
05.15.2020,22781,1
05.15.2020,22970,1
05.15.2020,23397,2
05.15.2020,28347,1
05.15.2020,30187,2
05.15.2020,429611,7
05.15.2020,429635,5
05.15.2020,429638,6
05.15.2020,441372,2
05.15.2020,452452,1
05.15.2020,452456,2
05.15.2020,452592,4
05.15.2020,452594,4
05.15.2020,452608,1
05.15.2020,452609,1
05.15.2020,452616,1
05.15.2020,452617,2
05.15.2020,469969,1
05.15.2020,492318,3
05.15.2020,503643,1
05.15.2020,503647,1
05.15.2020,503652,3
05.15.2020,503661,1
05.15.2020,503663,1
05.15.2020,506486,1
05.15.2020,527947,4
05.15.2020,527948,1
05.15.2020,527949,3
05.15.2020,527950,2
05.15.2020,542330,1
05.15.2020,559657,1
05.15.2020,1185359,1
05.15.2020,1185420,2
05.15.2020,1185422,3
05.15.2020,1185476,1
05.15.2020,1185506,2
05.15.2020,1185534,3
05.15.2020,1185537,1
05.15.2020,1185538,1
05.15.2020,1185594,5
05.15.2020,1185595,1
05.15.2020,1185597,1
05.15.2020,1185599,2
05.15.2020,1185714,1
05.15.2020,1186335,2
05.18.2020,16030,1
05.18.2020,16991,1
05.18.2020,22802,2
05.18.2020,31359,1
05.18.2020,31362,1
05.18.2020,45038,1
05.18.2020,452595,1
05.18.2020,452613,1
05.18.2020,506488,1
05.18.2020,527947,1
05.18.2020,527950,1
05.18.2020,542330,1
05.18.2020,1185006,1
05.18.2020,1185493,1
05.18.2020,1185524,2
05.18.2020,22781,1
05.18.2020,22970,1
05.18.2020,28177,2
05.18.2020,30187,3
05.18.2020,30295,1
05.18.2020,30649,1
05.18.2020,123987,4
05.18.2020,429611,4
05.18.2020,429616,3
05.18.2020,429631,1
05.18.2020,429633,4
05.18.2020,429635,5
05.18.2020,429638,4
05.18.2020,441372,1
05.18.2020,444182,1
05.18.2020,452456,2
05.18.2020,452616,2
05.18.2020,452617,7
05.18.2020,452619,1
05.18.2020,464303,1
05.18.2020,469969,2
05.18.2020,469970,3
05.18.2020,492318,1
05.18.2020,500225,1
05.18.2020,503647,2
05.18.2020,503648,2
05.18.2020,503649,1
05.18.2020,503652,1
05.18.2020,503661,1
05.18.2020,503663,1
05.18.2020,503669,1
05.18.2020,506485,1
05.18.2020,510016,1
05.18.2020,527947,5
05.18.2020,527948,1
05.18.2020,527949,1
05.18.2020,527950,3
05.18.2020,542330,1
05.18.2020,559657,2
05.18.2020,1185416,1
05.18.2020,1185420,2
05.18.2020,1185422,2
05.18.2020,1185506,1
05.18.2020,1185510,1
05.18.2020,1185512,1
05.18.2020,1185519,4
05.18.2020,1185524,1
05.18.2020,1185534,3
05.18.2020,1185537,2
05.18.2020,1185538,1
05.18.2020,1185594,4
05.18.2020,1185597,4
05.18.2020,1185720,1
05.18.2020,1186334,1
05.18.2020,1186335,1
05.19.2020,45038,1
05.19.2020,53003,1
05.19.2020,56843,1
05.19.2020,117054,1
05.19.2020,483389,2
05.19.2020,483392,2
05.19.2020,503650,1
05.19.2020,527950,1
05.19.2020,1185524,1
05.19.2020,1185969,1
05.19.2020,22781,1
05.19.2020,53031,1
05.19.2020,123987,1
05.19.2020,292400,1
05.19.2020,429611,6
05.19.2020,429631,3
05.19.2020,429635,6
05.19.2020,429638,7
05.19.2020,441372,3
05.19.2020,452456,1
05.19.2020,452588,1
05.19.2020,452592,2
05.19.2020,452594,1
05.19.2020,452617,2
05.19.2020,469970,1
05.19.2020,494677,1
05.19.2020,503643,2
05.19.2020,503645,2
05.19.2020,503647,2
05.19.2020,503648,2
05.19.2020,503649,1
05.19.2020,503663,1
05.19.2020,503670,1
05.19.2020,506485,1
05.19.2020,506486,1
05.19.2020,527947,4
05.19.2020,527948,3
05.19.2020,527950,4
05.19.2020,1185359,1
05.19.2020,1185420,1
05.19.2020,1185506,1
05.19.2020,1185508,4
05.19.2020,1185510,4
05.19.2020,1185519,3
05.19.2020,1185534,4
05.19.2020,1185537,1
05.19.2020,1185594,9
05.19.2020,1185595,3
05.19.2020,1185597,7
05.19.2020,1185599,3
05.19.2020,1185714,1
05.20.2020,10027,1
05.20.2020,22433,1
05.20.2020,22765,1
05.20.2020,30657,1
05.20.2020,31359,1
05.20.2020,43213,1
05.20.2020,117011,1
05.20.2020,117054,1
05.20.2020,117106,1
05.20.2020,117126,1
05.20.2020,452595,1
05.20.2020,452613,1
05.20.2020,503664,1
05.20.2020,521315,1
05.20.2020,527950,1
05.20.2020,1184893,1
05.20.2020,1241975,1
05.20.2020,28177,1
05.20.2020,30654,1
05.20.2020,118222,1
05.20.2020,429611,3
05.20.2020,429616,1
05.20.2020,429631,1
05.20.2020,429635,2
05.20.2020,429638,4
05.20.2020,441372,1
05.20.2020,452594,1
05.20.2020,452601,1
05.20.2020,452608,1
05.20.2020,452616,2
05.20.2020,452617,4
05.20.2020,492318,2
05.20.2020,500224,1
05.20.2020,500225,2
05.20.2020,503647,1
05.20.2020,503649,1
05.20.2020,503663,1
05.20.2020,510016,1
05.20.2020,521310,1
05.20.2020,527947,4
05.20.2020,527949,2
05.20.2020,527950,3
05.20.2020,1185359,2
05.20.2020,1185412,1
05.20.2020,1185416,1
05.20.2020,1185420,2
05.20.2020,1185422,2
05.20.2020,1185506,3
05.20.2020,1185508,1
05.20.2020,1185512,3
05.20.2020,1185515,2
05.20.2020,1185519,1
05.20.2020,1185521,1
05.20.2020,1185524,1
05.20.2020,1185534,1
05.20.2020,1185594,1
05.20.2020,1185597,2
05.20.2020,1185599,4
05.20.2020,1185716,1
05.20.2020,1186332,1
05.20.2020,1186334,1
05.21.2020,72867,1
05.21.2020,117016,1
05.21.2020,117019,1
05.21.2020,117066,1
05.21.2020,118219,1
05.21.2020,157171,1
05.21.2020,452590,1
05.21.2020,452597,1
05.21.2020,452598,1
05.21.2020,452600,1
05.21.2020,503650,1
05.21.2020,503659,1
05.21.2020,503664,1
05.21.2020,503668,1
05.21.2020,1185516,1
05.21.2020,30187,1
05.21.2020,120716,1
05.21.2020,123987,1
05.21.2020,227154,1
05.21.2020,282183,1
05.21.2020,429611,5
05.21.2020,429633,1
05.21.2020,429635,9
05.21.2020,429638,3
05.21.2020,441372,4
05.21.2020,452452,1
05.21.2020,452592,1
05.21.2020,452594,2
05.21.2020,452616,1
05.21.2020,452617,2
05.21.2020,469969,1
05.21.2020,469970,2
05.21.2020,492318,2
05.21.2020,500224,1
05.21.2020,500225,1
05.21.2020,503648,1
05.21.2020,503649,2
05.21.2020,503652,2
05.21.2020,503661,1
05.21.2020,503663,1
05.21.2020,503672,1
05.21.2020,506485,1
05.21.2020,506486,1
05.21.2020,527947,1
05.21.2020,527949,1
05.21.2020,527950,5
05.21.2020,542331,1
05.21.2020,559657,1
05.21.2020,1185416,3
05.21.2020,1185418,1
05.21.2020,1185420,4
05.21.2020,1185422,4
05.21.2020,1185506,4
05.21.2020,1185510,2
05.21.2020,1185512,1
05.21.2020,1185534,1
05.21.2020,1185594,2
05.21.2020,1185595,1
05.21.2020,1185599,2
05.22.2020,117054,1
05.22.2020,123987,1
05.22.2020,197110,1
05.22.2020,259082,1
05.22.2020,280897,1
05.22.2020,282186,1
05.22.2020,452590,1
05.22.2020,452613,1
05.22.2020,503668,1
05.22.2020,563428,1
05.22.2020,1185468,1
05.22.2020,1185493,1
05.22.2020,1185538,1
05.22.2020,1185716,1
05.22.2020,1186336,1
05.22.2020,30654,1
05.22.2020,118222,1
05.22.2020,123987,4
05.22.2020,251048,1
05.22.2020,396395,1
05.22.2020,429611,7
05.22.2020,429635,2
05.22.2020,429638,2
05.22.2020,439591,1
05.22.2020,441372,1
05.22.2020,452456,1
05.22.2020,452588,1
05.22.2020,452594,1
05.22.2020,452616,1
05.22.2020,452617,1
05.22.2020,469970,1
05.22.2020,492318,1
05.22.2020,500224,1
05.22.2020,500225,2
05.22.2020,503645,1
05.22.2020,503652,1
05.22.2020,503661,1
05.22.2020,503663,2
05.22.2020,527947,4
05.22.2020,527949,3
05.22.2020,527950,3
05.22.2020,1185412,1
05.22.2020,1185414,1
05.22.2020,1185416,3
05.22.2020,1185420,1
05.22.2020,1185422,1
05.22.2020,1185510,2
05.22.2020,1185512,2
05.22.2020,1185519,2
05.22.2020,1185534,3
05.22.2020,1185538,2
05.22.2020,1185594,2
05.22.2020,1185595,4
05.22.2020,1185597,1
05.22.2020,1185599,2
05.25.2020,16991,1
05.25.2020,19207,1
05.25.2020,33769,1
05.25.2020,117016,1
05.25.2020,117054,1
05.25.2020,119257,1
05.25.2020,123105,1
05.25.2020,282057,1
05.25.2020,445506,1
05.25.2020,452596,1
05.25.2020,452606,1
05.25.2020,503650,1
05.25.2020,503664,2
05.25.2020,506487,1
05.25.2020,521307,1
05.25.2020,22015,2
05.25.2020,22436,1
05.25.2020,28347,1
05.25.2020,30187,1
05.25.2020,30295,1
05.25.2020,123141,1
05.25.2020,123987,8
05.25.2020,292400,1
05.25.2020,429611,1
05.25.2020,429635,4
05.25.2020,439591,2
05.25.2020,452594,1
05.25.2020,452603,2
05.25.2020,452608,1
05.25.2020,452609,2
05.25.2020,452616,2
05.25.2020,452617,4
05.25.2020,469969,1
05.25.2020,469970,1
05.25.2020,492318,1
05.25.2020,494677,1
05.25.2020,500224,1
05.25.2020,500225,1
05.25.2020,503645,2
05.25.2020,503649,1
05.25.2020,503661,1
05.25.2020,503663,1
05.25.2020,503672,1
05.25.2020,506485,2
05.25.2020,506486,2
05.25.2020,521307,1
05.25.2020,527947,3
05.25.2020,527949,2
05.25.2020,527950,5
05.25.2020,542331,1
05.25.2020,1185414,1
05.25.2020,1185416,2
05.25.2020,1185420,4
05.25.2020,1185422,2
05.25.2020,1185506,1
05.25.2020,1185508,1
05.25.2020,1185510,2
05.25.2020,1185512,2
05.25.2020,1185519,1
05.25.2020,1185520,1
05.25.2020,1185521,1
05.25.2020,1185534,1
05.25.2020,1185537,1
05.25.2020,1185595,4
05.25.2020,1185597,1
05.25.2020,1185599,1
05.25.2020,1185716,2
05.25.2020,1185929,3
05.26.2020,16991,1
05.26.2020,31359,1
05.26.2020,35309,1
05.26.2020,82668,1
05.26.2020,117054,1
05.26.2020,315313,1
05.26.2020,469972,1
05.26.2020,483388,1
05.26.2020,483395,1
05.26.2020,1184988,1
05.26.2020,1185420,1
05.26.2020,1185422,1
05.26.2020,1185477,1
05.26.2020,1185538,1
05.26.2020,22970,1
05.26.2020,30187,3
05.26.2020,118222,1
05.26.2020,120716,1
05.26.2020,123987,4
05.26.2020,292400,1
05.26.2020,396395,1
05.26.2020,429611,4
05.26.2020,429631,1
05.26.2020,429635,5
05.26.2020,429638,2
05.26.2020,441372,4
05.26.2020,444182,1
05.26.2020,452588,1
05.26.2020,452593,1
05.26.2020,452594,1
05.26.2020,452603,1
05.26.2020,452608,1
05.26.2020,452610,1
05.26.2020,452616,5
05.26.2020,452617,2
05.26.2020,452619,1
05.26.2020,469969,1
05.26.2020,469970,4
05.26.2020,478192,2
05.26.2020,485755,1
05.26.2020,492318,1
05.26.2020,494677,3
05.26.2020,500224,1
05.26.2020,500225,3
05.26.2020,503643,1
05.26.2020,503649,2
05.26.2020,503661,2
05.26.2020,503663,1
05.26.2020,503669,1
05.26.2020,503670,1
05.26.2020,527947,5
05.26.2020,527950,3
05.26.2020,1185412,2
05.26.2020,1185416,7
05.26.2020,1185420,1
05.26.2020,1185422,7
05.26.2020,1185506,1
05.26.2020,1185508,1
05.26.2020,1185510,4
05.26.2020,1185513,1
05.26.2020,1185519,1
05.26.2020,1185521,2
05.26.2020,1185534,1
05.26.2020,1185537,2
05.26.2020,1185594,1
05.26.2020,1185595,5
05.26.2020,1185597,1
05.26.2020,1185716,1
05.26.2020,1185718,1
05.26.2020,1185720,2
05.26.2020,1185817,1
05.27.2020,127971,1
05.27.2020,301873,1
05.27.2020,429616,1
05.27.2020,429638,1
05.27.2020,445506,1
05.27.2020,452613,1
05.27.2020,503668,1
05.27.2020,1185717,2
05.27.2020,43621,1
05.27.2020,53031,1
05.27.2020,117054,1
05.27.2020,123987,12
