Date,Sku,Orders
06.30.2020,33414,1
06.30.2020,53008,1
06.30.2020,117106,1
06.30.2020,269312,1
06.30.2020,282057,1
06.30.2020,429609,1
06.30.2020,429638,1
06.30.2020,445506,1
06.30.2020,452612,1
06.30.2020,462451,1
06.30.2020,478189,1
06.30.2020,478191,1
06.30.2020,527950,1
06.30.2020,1185501,1
06.30.2020,1185517,1
06.30.2020,1186335,1
06.30.2020,22213,1
06.30.2020,30187,1
06.30.2020,30654,1
06.30.2020,118222,1
06.30.2020,120716,2
06.30.2020,227156,1
06.30.2020,292400,2
06.30.2020,429609,10
06.30.2020,429614,6
06.30.2020,429616,2
06.30.2020,429631,1
06.30.2020,429638,11
06.30.2020,440397,1
06.30.2020,441372,2
06.30.2020,452454,5
06.30.2020,452455,1
06.30.2020,452608,1
06.30.2020,452616,2
06.30.2020,452617,1
06.30.2020,452619,1
06.30.2020,469969,1
06.30.2020,492318,6
06.30.2020,503645,3
06.30.2020,503647,2
06.30.2020,503649,1
06.30.2020,503652,2
06.30.2020,506485,1
06.30.2020,506486,1
06.30.2020,527948,4
06.30.2020,527949,6
06.30.2020,527950,8
06.30.2020,559659,1
06.30.2020,1185360,4
06.30.2020,1185410,5
06.30.2020,1185414,1
06.30.2020,1185416,7
06.30.2020,1185418,8
06.30.2020,1185422,1
06.30.2020,1185508,2
06.30.2020,1185510,3
06.30.2020,1185519,2
06.30.2020,1185534,4
06.30.2020,1185535,2
06.30.2020,1185714,1
06.30.2020,1186332,1
06.30.2020,1186334,3
06.30.2020,1186335,6
07.01.2020,282057,1
07.01.2020,119257,1
07.01.2020,197758,1
07.01.2020,197759,1
07.01.2020,259084,1
07.01.2020,429609,1
07.01.2020,459872,1
07.01.2020,527950,1
07.01.2020,1186334,1
07.01.2020,1186335,1
07.02.2020,117101,1
07.02.2020,413351,1
07.02.2020,452599,1
07.02.2020,502237,1
07.02.2020,521308,1
07.02.2020,1185487,1
07.02.2020,1185488,1
07.02.2020,1185511,1
07.02.2020,30187,1
07.02.2020,30654,1
07.02.2020,118222,1
07.02.2020,158972,1
07.02.2020,396395,3
07.02.2020,429609,8
07.02.2020,429614,9
07.02.2020,429616,6
07.02.2020,429638,7
07.02.2020,439591,1
07.02.2020,441372,4
07.02.2020,452454,1
07.02.2020,452455,1
07.02.2020,452592,1
07.02.2020,452601,4
07.02.2020,452608,1
07.02.2020,452616,5
07.02.2020,452617,1
07.02.2020,469969,1
07.02.2020,469970,2
07.02.2020,492318,3
07.02.2020,500224,1
07.02.2020,503643,1
07.02.2020,503645,1
07.02.2020,503663,2
07.02.2020,503664,1
07.02.2020,503666,1
07.02.2020,506485,1
07.02.2020,506486,1
07.02.2020,521317,1
07.02.2020,527948,2
07.02.2020,527949,5
07.02.2020,527950,6
07.02.2020,1185410,3
07.02.2020,1185412,1
07.02.2020,1185414,3
07.02.2020,1185416,5
07.02.2020,1185418,6
07.02.2020,1185420,5
07.02.2020,1185510,2
07.02.2020,1185534,2
07.02.2020,1185535,3
07.02.2020,1186332,2
07.03.2020,33414,1
07.03.2020,35309,1
07.03.2020,87820,1
07.03.2020,118219,1
07.03.2020,282057,1
07.03.2020,291945,1
07.03.2020,301873,1
07.03.2020,429635,1
07.03.2020,478189,1
07.03.2020,483388,1
07.03.2020,503650,1
07.03.2020,521317,1
07.03.2020,22822,1
07.03.2020,30187,1
07.03.2020,30654,1
07.03.2020,120716,2
07.03.2020,123987,4
07.03.2020,158972,1
07.03.2020,292400,1
07.03.2020,396395,1
07.03.2020,429609,4
07.03.2020,429614,4
07.03.2020,429616,3
07.03.2020,429635,1
07.03.2020,429638,7
07.03.2020,441372,1
07.03.2020,452454,5
07.03.2020,452455,2
07.03.2020,452460,1
07.03.2020,452601,4
07.03.2020,452603,1
07.03.2020,452616,2
07.03.2020,452617,3
07.03.2020,492318,1
07.03.2020,503643,1
07.03.2020,503661,1
07.03.2020,503663,2
07.03.2020,506485,1
07.03.2020,506486,1
07.03.2020,527948,1
07.03.2020,527949,2
07.03.2020,1185414,5
07.03.2020,1185416,3
07.03.2020,1185418,4
07.03.2020,1185420,3
07.03.2020,1185422,3
07.03.2020,1185508,1
07.03.2020,1185534,3
07.03.2020,1185535,4
07.03.2020,1185720,1
07.03.2020,1186332,3
07.03.2020,1186333,1
07.03.2020,1186334,1
07.03.2020,1186335,3
07.06.2020,16991,1
07.06.2020,22802,1
07.06.2020,413351,1
07.06.2020,429635,2
07.06.2020,429638,1
07.06.2020,452613,1
07.06.2020,500227,1
07.06.2020,502238,2
07.06.2020,503650,1
07.06.2020,519730,1
07.06.2020,521307,1
07.06.2020,521320,1
07.06.2020,533948,1
07.06.2020,1185720,1
07.06.2020,30187,3
07.06.2020,123987,5
07.06.2020,429609,3
07.06.2020,429614,3
07.06.2020,429616,4
07.06.2020,429635,10
07.06.2020,429638,6
07.06.2020,439591,1
07.06.2020,452454,4
07.06.2020,452455,4
07.06.2020,452601,2
07.06.2020,452608,1
07.06.2020,452609,1
07.06.2020,452616,1
07.06.2020,452617,3
07.06.2020,469970,1
07.06.2020,492318,1
07.06.2020,494677,1
07.06.2020,500224,1
07.06.2020,500226,1
07.06.2020,503643,3
07.06.2020,503645,2
07.06.2020,503647,5
07.06.2020,503648,1
07.06.2020,503663,2
07.06.2020,503664,1
07.06.2020,521307,1
07.06.2020,521318,1
07.06.2020,521319,1
07.06.2020,527948,2
07.06.2020,527949,1
07.06.2020,527950,1
07.06.2020,1185410,2
07.06.2020,1185414,1
07.06.2020,1185416,2
07.06.2020,1185418,2
07.06.2020,1185420,1
07.06.2020,1185422,1
07.06.2020,1185506,1
07.06.2020,1185510,2
07.06.2020,1185720,2
07.06.2020,1185817,1
07.06.2020,1186332,1
07.06.2020,1186333,1
07.06.2020,1186334,3
07.06.2020,1186335,3
07.07.2020,19207,1
07.07.2020,53030,3
07.07.2020,269312,2
07.07.2020,291934,2
07.07.2020,291955,5
07.07.2020,291959,1
07.07.2020,429635,1
07.07.2020,452471,1
07.07.2020,469972,1
07.07.2020,502237,1
07.07.2020,502238,3
07.07.2020,506488,1
07.07.2020,555117,1
07.07.2020,1184893,1
07.07.2020,1185511,1
07.07.2020,30295,1
07.07.2020,53031,2
07.07.2020,117054,1
07.07.2020,123987,8
07.07.2020,396395,1
07.07.2020,429609,2
07.07.2020,429614,4
07.07.2020,429616,3
07.07.2020,429635,6
07.07.2020,429638,6
07.07.2020,441372,1
07.07.2020,452454,7
07.07.2020,452455,4
07.07.2020,452460,2
07.07.2020,452465,1
07.07.2020,452601,2
07.07.2020,452609,3
07.07.2020,452616,1
07.07.2020,469970,1
07.07.2020,492318,5
07.07.2020,500224,1
07.07.2020,503643,2
07.07.2020,503645,1
07.07.2020,503648,1
07.07.2020,503664,1
07.07.2020,506485,2
07.07.2020,506486,1
07.07.2020,521307,1
07.07.2020,527949,3
07.07.2020,527950,2
07.07.2020,1185359,1
07.07.2020,1185410,1
07.07.2020,1185412,1
07.07.2020,1185414,2
07.07.2020,1185416,1
07.07.2020,1185420,1
07.07.2020,1185422,2
07.07.2020,1185508,2
07.07.2020,1185510,3
07.07.2020,1185534,7
07.07.2020,1185535,2
07.07.2020,1185537,2
07.07.2020,1185597,2
07.07.2020,1185714,1
07.07.2020,1185718,1
07.07.2020,1185720,1
07.07.2020,1186332,7
07.07.2020,1186333,5
07.07.2020,1186334,1
07.07.2020,1186335,1
07.08.2020,19207,3
07.08.2020,23929,1
07.08.2020,30533,1
07.08.2020,33414,1
07.08.2020,35735,1
07.08.2020,53030,2
07.08.2020,117019,1
07.08.2020,117110,1
07.08.2020,117126,1
07.08.2020,117133,1
07.08.2020,282057,1
07.08.2020,429614,1
07.08.2020,444917,1
07.08.2020,452597,1
07.08.2020,452611,1
07.08.2020,452612,1
07.08.2020,452613,1
07.08.2020,452618,1
07.08.2020,483379,1
07.08.2020,483384,1
07.08.2020,483392,1
07.08.2020,502238,2
07.08.2020,503668,1
07.08.2020,503673,1
07.08.2020,539416,1
07.08.2020,539421,1
07.08.2020,1185498,1
07.08.2020,1185525,1
07.08.2020,117054,1
07.08.2020,118222,2
07.08.2020,123987,4
07.08.2020,429614,3
07.08.2020,429616,2
07.08.2020,429635,13
07.08.2020,429638,9
07.08.2020,439591,1
07.08.2020,452454,2
07.08.2020,452455,1
07.08.2020,452601,2
07.08.2020,452608,1
07.08.2020,452609,1
07.08.2020,452616,1
07.08.2020,483381,1
07.08.2020,492318,5
07.08.2020,494677,1
07.08.2020,503648,1
07.08.2020,503661,1
07.08.2020,503663,3
07.08.2020,503666,1
07.08.2020,503669,1
07.08.2020,503670,2
07.08.2020,503672,1
07.08.2020,559657,1
07.08.2020,559659,2
07.08.2020,1185420,1
07.08.2020,1185422,1
07.08.2020,1185510,1
07.08.2020,1185519,1
07.08.2020,1185534,3
07.08.2020,1185535,2
07.08.2020,1185597,1
07.08.2020,1186333,1
07.09.2020,19207,2
07.09.2020,31359,1
07.09.2020,35309,1
07.09.2020,43213,1
07.09.2020,53030,2
07.09.2020,291934,1
07.09.2020,291955,1
07.09.2020,291971,1
07.09.2020,291992,1
07.09.2020,413351,1
07.09.2020,429638,1
07.09.2020,451064,1
07.09.2020,452591,1
07.09.2020,452613,1
07.09.2020,452618,1
07.09.2020,483378,2
07.09.2020,483395,1
07.09.2020,502238,1
07.09.2020,503650,2
07.09.2020,555112,2
07.09.2020,1185477,1
07.09.2020,1185511,3
07.09.2020,1185538,1
07.09.2020,53031,1
07.09.2020,120716,1
07.09.2020,123987,8
07.09.2020,251034,1
07.09.2020,251042,1
07.09.2020,251048,1
07.09.2020,284298,1
07.09.2020,429614,3
07.09.2020,429616,3
07.09.2020,429635,12
07.09.2020,429638,9
07.09.2020,441372,3
07.09.2020,444182,1
07.09.2020,452454,4
07.09.2020,452455,2
07.09.2020,452601,1
07.09.2020,469969,4
07.09.2020,478192,1
07.09.2020,483383,2
07.09.2020,492318,4
07.09.2020,500224,2
07.09.2020,503643,3
07.09.2020,503645,5
07.09.2020,503648,1
07.09.2020,503652,1
07.09.2020,503661,4
07.09.2020,503663,7
07.09.2020,503664,2
07.09.2020,503666,1
07.09.2020,505554,1
07.09.2020,521321,1
07.09.2020,527948,1
07.09.2020,527949,2
07.09.2020,527950,1
07.09.2020,1185412,1
07.09.2020,1185414,2
07.09.2020,1185422,1
07.09.2020,1185510,2
07.09.2020,1185534,3
07.09.2020,1185535,1
07.09.2020,1185597,2
07.09.2020,1185714,1
07.09.2020,1185819,1
07.09.2020,1186335,2
07.10.2020,16991,1
07.10.2020,28625,1
07.10.2020,30594,1
07.10.2020,45038,2
07.10.2020,53030,3
07.10.2020,117133,2
07.10.2020,125456,1
07.10.2020,291931,1
07.10.2020,291934,2
07.10.2020,291939,1
07.10.2020,291955,2
07.10.2020,389802,1
07.10.2020,413351,1
07.10.2020,452602,1
07.10.2020,503659,1
07.10.2020,555113,1
07.10.2020,1185481,1
07.10.2020,1185517,1
07.10.2020,1185538,1
07.10.2020,30187,2
07.10.2020,53031,1
07.10.2020,118222,1
07.10.2020,119257,1
07.10.2020,123987,3
07.10.2020,413349,1
07.10.2020,429614,1
07.10.2020,429616,1
07.10.2020,429635,9
07.10.2020,429638,6
07.10.2020,440397,1
07.10.2020,452454,2
07.10.2020,452455,4
07.10.2020,452497,1
07.10.2020,452601,1
07.10.2020,452608,1
07.10.2020,452616,2
07.10.2020,469969,2
07.10.2020,469970,2
07.10.2020,492318,5
07.10.2020,503643,1
07.10.2020,503648,1
07.10.2020,503661,3
07.10.2020,503663,5
07.10.2020,503664,2
07.10.2020,503666,1
07.10.2020,506485,1
07.10.2020,527948,1
07.10.2020,1185414,1
07.10.2020,1185416,1
07.10.2020,1185420,3
07.10.2020,1185422,2
07.10.2020,1185534,3
07.10.2020,1185535,2
07.10.2020,1185537,1
07.10.2020,1185714,1
07.10.2020,1185718,1
07.10.2020,1185821,1
07.10.2020,1186332,1
07.10.2020,1186335,1
07.13.2020,19207,1
07.13.2020,22802,2
07.13.2020,33769,1
07.13.2020,117066,1
07.13.2020,117123,1
07.13.2020,117126,1
07.13.2020,117133,1
07.13.2020,123105,1
07.13.2020,123141,1
07.13.2020,212432,1
07.13.2020,291955,1
07.13.2020,389802,1
07.13.2020,452599,1
07.13.2020,502237,1
07.13.2020,502238,1
07.13.2020,503673,2
07.13.2020,555110,1
07.13.2020,1184893,1
07.13.2020,1185511,1
07.13.2020,30331,2
07.13.2020,117054,1
07.13.2020,118222,1
07.13.2020,120716,1
07.13.2020,123987,4
07.13.2020,212432,1
07.13.2020,413349,1
07.13.2020,429614,1
07.13.2020,429616,5
07.13.2020,429635,14
07.13.2020,429638,2
07.13.2020,441372,1
07.13.2020,452454,3
07.13.2020,452455,1
07.13.2020,452465,1
07.13.2020,452592,1
07.13.2020,452616,1
07.13.2020,469969,1
07.13.2020,469970,1
07.13.2020,492318,1
07.13.2020,503643,1
07.13.2020,503652,1
07.13.2020,503664,1
07.13.2020,503666,1
07.13.2020,506485,1
07.13.2020,542330,1
07.13.2020,1185410,3
07.13.2020,1185414,1
07.13.2020,1185422,2
07.13.2020,1185534,1
07.13.2020,1185535,2
07.14.2020,16030,1
07.14.2020,22433,1
07.14.2020,22765,1
07.14.2020,35309,1
07.14.2020,43347,1
07.14.2020,45038,1
07.14.2020,117106,2
07.14.2020,117126,1
07.14.2020,117133,3
07.14.2020,291946,1
07.14.2020,291967,1
07.14.2020,429609,1
07.14.2020,429638,2
07.14.2020,452456,1
07.14.2020,483378,1
07.14.2020,502237,3
07.14.2020,503673,1
07.14.2020,506485,1
07.14.2020,506486,1
07.14.2020,555112,1
07.14.2020,559937,1
07.14.2020,1185511,3
07.14.2020,1185517,1
07.14.2020,1185717,1
07.14.2020,1186336,1
07.14.2020,22970,1
07.14.2020,26778,2
07.14.2020,28177,1
07.14.2020,30295,1
07.14.2020,53030,1
07.14.2020,53031,1
07.14.2020,117054,1
07.14.2020,123987,4
07.14.2020,158972,1
07.14.2020,158973,1
07.14.2020,291955,2
07.14.2020,429609,5
07.14.2020,429611,3
07.14.2020,429614,2
07.14.2020,429616,1
07.14.2020,429631,2
07.14.2020,429635,5
07.14.2020,429638,7
07.14.2020,441372,3
07.14.2020,444182,1
07.14.2020,444243,1
07.14.2020,452454,1
07.14.2020,452455,3
07.14.2020,452457,1
07.14.2020,469969,1
07.14.2020,469970,2
07.14.2020,478192,1
07.14.2020,492318,3
07.14.2020,502238,2
07.14.2020,503643,1
07.14.2020,503663,2
07.14.2020,503664,1
07.14.2020,503670,1
07.14.2020,506485,2
07.14.2020,506486,2
07.14.2020,527948,1
07.14.2020,527949,1
07.14.2020,527950,1
07.14.2020,1185410,1
07.14.2020,1185418,1
07.14.2020,1185420,1
07.14.2020,1185422,1
07.14.2020,1185506,1
07.14.2020,1185508,2
07.14.2020,1185519,1
07.14.2020,1185534,1
07.14.2020,1185714,1
07.14.2020,1186332,2
07.14.2020,1186333,1
07.14.2020,1186334,1
07.14.2020,1186335,3
07.15.2020,10027,1
07.15.2020,22802,1
07.15.2020,30798,1
07.15.2020,53030,1
07.15.2020,117103,1
07.15.2020,117123,1
07.15.2020,429611,1
07.15.2020,429616,1
07.15.2020,452454,1
07.15.2020,452602,1
07.15.2020,452612,1
07.15.2020,502237,2
07.15.2020,503659,1
07.15.2020,503673,1
07.15.2020,508463,1
07.15.2020,527949,1
07.15.2020,1184893,1
07.15.2020,1184894,1
07.15.2020,1186332,1
07.15.2020,16067,1
07.15.2020,30649,1
07.15.2020,53030,1
07.15.2020,53031,1
07.15.2020,117054,1
07.15.2020,118222,1
07.15.2020,123987,1
07.15.2020,127079,1
07.15.2020,197760,1
07.15.2020,429609,7
07.15.2020,429611,13
07.15.2020,429614,3
07.15.2020,429616,4
07.15.2020,429631,6
07.15.2020,429635,3
07.15.2020,429638,7
07.15.2020,439591,1
07.15.2020,444182,1
07.15.2020,452454,2
07.15.2020,452455,1
07.15.2020,452456,2
07.15.2020,452507,1
07.15.2020,452594,4
07.15.2020,452617,2
07.15.2020,469969,4
07.15.2020,469970,1
07.15.2020,492318,1
07.15.2020,502238,1
07.15.2020,503643,2
07.15.2020,503652,1
07.15.2020,503661,2
07.15.2020,503663,1
07.15.2020,505322,1
07.15.2020,506485,2
07.15.2020,506486,2
07.15.2020,527949,5
07.15.2020,527950,1
07.15.2020,1185410,1
07.15.2020,1185418,1
07.15.2020,1185422,2
07.15.2020,1185534,1
07.15.2020,1185535,2
07.15.2020,1185537,2
07.15.2020,1185597,1
07.15.2020,1185718,1
07.15.2020,1185720,1
07.15.2020,1186332,2
07.15.2020,1186334,1
07.15.2020,1186335,2
07.16.2020,26137,1
07.16.2020,31362,1
07.16.2020,33132,1
07.16.2020,117126,1
07.16.2020,120719,1
07.16.2020,158973,1
07.16.2020,227151,1
07.16.2020,282057,1
07.16.2020,291967,1
07.16.2020,429631,1
07.16.2020,429633,2
07.16.2020,429638,1
07.16.2020,434025,1
07.16.2020,452590,1
07.16.2020,452595,1
07.16.2020,452604,1
07.16.2020,452606,1
07.16.2020,452612,1
07.16.2020,452613,1
07.16.2020,539416,1
07.16.2020,1184893,1
07.16.2020,1185471,1
07.16.2020,1186336,1
07.16.2020,13909,1
07.16.2020,26778,1
07.16.2020,30295,1
07.16.2020,47197,1
07.16.2020,120716,1
07.16.2020,123987,1
07.16.2020,158973,1
07.16.2020,413349,1
07.16.2020,429609,8
07.16.2020,429611,5
07.16.2020,429614,1
07.16.2020,429616,2
07.16.2020,429631,6
07.16.2020,429633,5
07.16.2020,429635,7
07.16.2020,429638,11
07.16.2020,441372,1
07.16.2020,452455,1
07.16.2020,452456,3
07.16.2020,452588,1
07.16.2020,452594,4
07.16.2020,452603,2
07.16.2020,452616,2
07.16.2020,452617,5
07.16.2020,452619,3
07.16.2020,503643,3
07.16.2020,503652,3
07.16.2020,503663,2
07.16.2020,506485,1
07.16.2020,1185422,1
07.16.2020,1185510,1
07.16.2020,1185534,1
07.16.2020,1185535,2
07.16.2020,1185718,1
07.16.2020,1186332,1
07.16.2020,1186333,1
07.16.2020,1186334,1
07.16.2020,1186335,2
07.17.2020,16991,1
07.17.2020,22802,1
07.17.2020,22837,1
07.17.2020,31363,1
07.17.2020,43213,1
07.17.2020,117070,1
07.17.2020,117074,1
07.17.2020,117099,1
07.17.2020,117101,1
07.17.2020,158972,1
07.17.2020,291930,1
07.17.2020,291934,1
07.17.2020,291967,1
07.17.2020,291971,1
07.17.2020,291992,2
07.17.2020,430105,1
07.17.2020,452457,1
07.17.2020,452471,1
07.17.2020,452599,1
07.17.2020,452602,1
07.17.2020,452606,1
07.17.2020,510370,1
07.17.2020,521317,1
07.17.2020,1185511,5
07.17.2020,1185538,1
07.17.2020,1185991,1
07.17.2020,1186336,1
07.17.2020,13909,1
07.17.2020,26778,1
07.17.2020,30295,1
07.17.2020,53030,1
07.17.2020,117054,1
07.17.2020,118222,1
07.17.2020,123987,4
07.17.2020,158972,2
07.17.2020,158973,1
07.17.2020,396395,3
07.17.2020,413349,2
07.17.2020,429609,8
07.17.2020,429611,10
07.17.2020,429614,1
07.17.2020,429616,3
07.17.2020,429631,8
07.17.2020,429633,6
07.17.2020,429635,6
07.17.2020,429638,12
07.17.2020,439591,2
07.17.2020,444182,1
07.17.2020,452452,4
07.17.2020,452454,2
07.17.2020,452455,1
07.17.2020,452456,7
07.17.2020,452457,5
07.17.2020,452458,2
07.17.2020,452594,8
07.17.2020,452603,2
07.17.2020,452616,2
07.17.2020,452617,6
07.17.2020,452619,1
07.17.2020,469969,1
07.17.2020,478192,1
07.17.2020,492318,1
07.17.2020,503643,1
07.17.2020,503652,1
07.17.2020,503661,1
07.17.2020,503663,1
07.17.2020,506486,1
07.17.2020,527949,2
07.17.2020,527950,1
07.17.2020,559657,1
07.17.2020,559659,1
07.17.2020,1185359,1
07.17.2020,1185412,1
07.17.2020,1185420,1
07.17.2020,1185510,1
07.17.2020,1185534,6
07.17.2020,1185535,6
07.17.2020,1185537,1
07.17.2020,1185597,1
07.17.2020,1185716,1
07.17.2020,1185718,2
07.17.2020,1186332,1
07.17.2020,1186333,4
07.17.2020,1186334,1
07.17.2020,1186335,4
07.20.2020,16067,1
07.20.2020,22781,3
07.20.2020,35308,1
07.20.2020,117106,1
07.20.2020,123987,1
07.20.2020,291942,1
07.20.2020,291967,1
07.20.2020,291992,1
07.20.2020,429638,1
07.20.2020,452465,1
07.20.2020,452602,1
07.20.2020,452611,1
07.20.2020,452612,2
07.20.2020,503669,1
07.20.2020,555110,1
07.20.2020,1185511,4
07.20.2020,1185538,3
07.20.2020,1186336,1
07.20.2020,19207,1
07.20.2020,26778,2
07.20.2020,30187,1
07.20.2020,53031,1
07.20.2020,123987,2
07.20.2020,158972,1
07.20.2020,158973,1
07.20.2020,429609,7
07.20.2020,429611,3
07.20.2020,429616,4
07.20.2020,429631,4
07.20.2020,429633,8
07.20.2020,429635,3
07.20.2020,429638,9
07.20.2020,452452,1
07.20.2020,452454,2
07.20.2020,452455,3
07.20.2020,452456,1
07.20.2020,452457,2
07.20.2020,452459,1
07.20.2020,452465,2
07.20.2020,452588,3
07.20.2020,452594,7
07.20.2020,452608,1
07.20.2020,452616,3
07.20.2020,452617,6
07.20.2020,452619,1
07.20.2020,500224,2
07.20.2020,503669,1
07.20.2020,506485,1
07.20.2020,506486,1
07.20.2020,520807,1
07.20.2020,527949,2
07.20.2020,559657,1
07.20.2020,559659,1
07.20.2020,1185414,3
07.20.2020,1185519,1
07.20.2020,1185534,4
07.20.2020,1185535,3
07.20.2020,1185537,1
07.20.2020,1185597,4
07.20.2020,1185720,1
07.20.2020,1186335,2
07.21.2020,28625,2
07.21.2020,33414,1
07.21.2020,43213,2
07.21.2020,76245,1
07.21.2020,117110,2
07.21.2020,452595,3
07.21.2020,452602,1
07.21.2020,452606,1
07.21.2020,452612,1
07.21.2020,452613,1
07.21.2020,503647,1
07.21.2020,539416,1
07.21.2020,555110,1
07.21.2020,555112,1
07.21.2020,555115,1
07.21.2020,555117,1
07.21.2020,1185050,1
07.21.2020,1185481,1
07.21.2020,1185511,2
07.21.2020,1185538,1
07.21.2020,1186335,1
07.21.2020,1186336,2
07.21.2020,16067,1
07.21.2020,26778,1
07.21.2020,30187,1
07.21.2020,30654,1
07.21.2020,43621,1
07.21.2020,120716,1
07.21.2020,123987,5
07.21.2020,158972,1
07.21.2020,227262,1
07.21.2020,429609,11
07.21.2020,429611,13
07.21.2020,429616,7
07.21.2020,429631,10
07.21.2020,429633,8
07.21.2020,429635,9
07.21.2020,429638,11
07.21.2020,441372,2
07.21.2020,452454,2
07.21.2020,452455,2
07.21.2020,452456,3
07.21.2020,452457,1
07.21.2020,452459,1
07.21.2020,452594,2
07.21.2020,452603,2
07.21.2020,452608,1
07.21.2020,452616,1
07.21.2020,452617,6
07.21.2020,469970,1
07.21.2020,503661,1
07.21.2020,503663,2
07.21.2020,506485,1
07.21.2020,506486,1
07.21.2020,520807,1
07.21.2020,521307,1
07.21.2020,521321,1
07.21.2020,527949,4
07.21.2020,527950,1
07.21.2020,559657,1
07.21.2020,1185422,1
07.21.2020,1185521,1
07.21.2020,1185534,1
07.21.2020,1185714,2
07.21.2020,1186332,1
07.21.2020,1186333,1
07.21.2020,1186334,4
07.21.2020,1186335,2
07.22.2020,30852,1
07.22.2020,61712,1
07.22.2020,87820,1
07.22.2020,389802,1
07.22.2020,429638,1
07.22.2020,452459,1
07.22.2020,452604,1
07.22.2020,452606,1
07.22.2020,502237,1
07.22.2020,1185458,1
07.22.2020,1185511,1
07.22.2020,1185991,1
07.22.2020,123987,5
07.22.2020,158973,1
07.22.2020,429609,7
07.22.2020,429611,4
07.22.2020,429616,6
07.22.2020,429631,1
07.22.2020,429633,2
07.22.2020,429635,5
07.22.2020,429638,7
07.22.2020,441372,1
07.22.2020,452454,3
07.22.2020,452594,2
07.22.2020,452603,1
07.22.2020,452608,1
07.22.2020,452616,3
07.22.2020,452617,2
07.22.2020,478192,1
07.22.2020,503649,2
07.22.2020,503661,1
07.22.2020,503666,1
07.22.2020,503669,1
07.22.2020,527949,1
07.22.2020,542330,1
07.22.2020,542331,1
07.22.2020,1185714,1
07.22.2020,1186332,1
07.22.2020,1186334,1
07.22.2020,1186335,1
07.23.2020,33414,1
07.23.2020,82668,1
07.23.2020,117012,1
07.23.2020,117016,1
07.23.2020,117103,1
07.23.2020,117136,1
07.23.2020,117137,1
07.23.2020,301887,1
07.23.2020,429631,1
07.23.2020,429633,1
07.23.2020,444242,1
07.23.2020,452590,1
07.23.2020,452595,1
07.23.2020,452602,1
07.23.2020,452606,1
07.23.2020,452612,1
07.23.2020,452617,1
07.23.2020,457918,1
07.23.2020,460979,1
07.23.2020,483386,1
07.23.2020,521319,1
07.23.2020,555110,1
07.23.2020,26778,1
07.23.2020,123987,2
07.23.2020,158972,1
07.23.2020,429609,4
07.23.2020,429611,2
07.23.2020,429616,4
07.23.2020,429631,8
07.23.2020,429633,6
07.23.2020,429635,5
07.23.2020,429638,7
07.23.2020,441372,1
07.23.2020,452454,1
07.23.2020,452455,1
07.23.2020,452459,1
07.23.2020,452466,1
07.23.2020,452588,2
07.23.2020,452594,1
07.23.2020,452597,1
07.23.2020,452603,1
07.23.2020,452608,2
07.23.2020,452610,1
07.23.2020,452616,1
07.23.2020,452617,3
07.23.2020,469970,1
07.23.2020,503649,3
07.23.2020,503652,1
07.23.2020,503661,1
07.23.2020,503672,1
07.23.2020,506485,1
07.23.2020,510016,1
07.23.2020,521318,1
07.23.2020,527949,4
07.23.2020,1185537,1
07.23.2020,1185597,2
07.23.2020,1185716,1
07.23.2020,1185718,1
07.23.2020,1185720,1
07.23.2020,1186332,1
07.24.2020,117110,1
07.24.2020,117126,1
07.24.2020,291930,1
07.24.2020,291934,1
07.24.2020,291942,1
07.24.2020,301874,1
07.24.2020,413351,1
07.24.2020,429638,1
07.24.2020,452482,1
07.24.2020,452602,1
07.24.2020,485755,1
07.24.2020,503650,1
07.24.2020,503668,1
07.24.2020,510016,1
07.24.2020,527949,1
07.24.2020,555122,1
07.24.2020,22213,1
07.24.2020,22436,1
07.24.2020,123987,2
07.24.2020,212432,1
07.24.2020,225295,1
07.24.2020,225297,1
07.24.2020,396395,3
07.24.2020,429609,3
07.24.2020,429611,1
07.24.2020,429616,1
07.24.2020,429631,12
07.24.2020,429633,15
07.24.2020,429635,13
07.24.2020,429638,9
07.24.2020,441372,2
07.24.2020,452452,1
07.24.2020,452454,2
07.24.2020,452455,2
07.24.2020,452456,1
07.24.2020,452588,2
07.24.2020,452603,2
07.24.2020,452616,3
07.24.2020,452617,3
07.24.2020,485755,1
07.24.2020,500224,1
07.24.2020,500225,1
07.24.2020,503647,2
07.24.2020,503649,2
07.24.2020,503652,2
07.24.2020,503661,2
07.24.2020,503663,1
07.24.2020,503664,1
07.24.2020,503666,1
07.24.2020,503669,1
07.24.2020,503672,1
07.24.2020,520807,1
07.24.2020,527949,1
07.24.2020,1185422,1
07.24.2020,1185519,1
07.24.2020,1185535,2
07.24.2020,1185597,1
07.24.2020,1185716,1
07.24.2020,1186332,1
07.24.2020,1186333,1
07.24.2020,1186334,1
07.27.2020,16991,1
07.27.2020,22607,1
07.27.2020,22781,1
07.27.2020,23687,1
07.27.2020,28625,1
07.27.2020,28835,1
07.27.2020,117060,1
07.27.2020,117101,1
07.27.2020,117103,1
07.27.2020,123040,1
07.27.2020,123046,1
07.27.2020,123141,1
07.27.2020,429638,3
07.27.2020,452595,1
07.27.2020,452602,2
07.27.2020,478191,1
07.27.2020,513887,1
07.27.2020,521317,1
07.27.2020,555110,1
07.27.2020,1185014,1
07.27.2020,1185487,1
07.27.2020,1185511,1
07.27.2020,1185991,1
07.27.2020,1295433,1
